LAST NAME,FIRST NAME,MIDDLE NAME,STUDENT ID,COURSE NUMBER,COURSE NAME,COURSE ID,ROOM NUMBER,PERIOD
BANKS,ASTON,J.,117,CourseNumber36,CourseName53,CourseID1030,RoomNumber8,1
BANKS,ASTON,J.,117,CourseNumber38,CourseName55,CourseID940,RoomNumber53,5
BANKS,ASTON,J.,117,CourseNumber39,CourseName56,CourseID1032,RoomNumber81,2
BANKS,ASTON,J.,117,CourseNumber41,CourseName58,CourseID122,RoomNumber44,8
BANKS,ASTON,J.,117,CourseNumber94,CourseName114,CourseID1026,RoomNumber40,7
BANUELOS,ANNELIESE,Y.,118,CourseNumber102,CourseName125,CourseID815,RoomNumber90,4
BANUELOS,ANNELIESE,Y.,118,CourseNumber104,CourseName127,CourseID406,RoomNumber47,8
BANUELOS,ANNELIESE,Y.,118,CourseNumber148,CourseName178,CourseID811,RoomNumber92,6
BANUELOS,ANNELIESE,Y.,118,CourseNumber149,CourseName178,CourseID813,RoomNumber92,2
BANUELOS,ANNELIESE,Y.,118,CourseNumber17,CourseName30,CourseID1035,RoomNumber24,5
BANUELOS,ANNELIESE,Y.,118,CourseNumber6,CourseName12,CourseID1034,RoomNumber111,3
BANUELOS,ANNELIESE,Y.,118,CourseNumber8,CourseName16,CourseID1036,RoomNumber67,1
BANUELOS,ANNELIESE,Y.,118,CourseNumber9,CourseName17,CourseID989,RoomNumber7,7
BARAJAS,AMIRAH,Z.,119,CourseNumber119,CourseName141,CourseID559,RoomNumber52,8
BARAJAS,AMIRAH,Z.,119,CourseNumber13,CourseName24,CourseID38,RoomNumber7,3
BARAJAS,AMIRAH,Z.,119,CourseNumber67,CourseName84,CourseID1040,RoomNumber64,4
BARAJAS,AMIRAH,Z.,119,CourseNumber98,CourseName122,CourseID377,RoomNumber86,5
BARAJAS,AUTUMN,A.,120,CourseNumber10,CourseName18,CourseID748,RoomNumber13,6
BARAJAS,AUTUMN,A.,120,CourseNumber171,CourseName200,CourseID1043,RoomNumber106,3
BARAJAS,AUTUMN,A.,120,CourseNumber48,CourseName65,CourseID608,RoomNumber31,4
BARAJAS,AUTUMN,A.,120,CourseNumber6,CourseName12,CourseID831,RoomNumber111,1
BARAJAS,AUTUMN,A.,120,CourseNumber7,CourseName15,CourseID1045,RoomNumber69,5
BARAJAS,AUTUMN,A.,120,CourseNumber9,CourseName17,CourseID989,RoomNumber7,7
BARAJAS,AUTUMN,A.,120,CourseNumber99,CourseName123,CourseID876,RoomNumber93,2
BARAJAS,EDEN,Q.,121,CourseNumber1,CourseName2,CourseID428,RoomNumber34,3
BARAJAS,EDEN,Q.,121,CourseNumber122,CourseName144,CourseID892,RoomNumber27,4
BARAJAS,EDEN,Q.,121,CourseNumber172,CourseName201,CourseID1049,RoomNumber7,8
BARAJAS,EDEN,Q.,121,CourseNumber26,CourseName42,CourseID1051,RoomNumber35,6
BARAJAS,EDEN,Q.,121,CourseNumber4,CourseName8,CourseID330,RoomNumber5,5
BARAJAS,EDEN,Q.,121,CourseNumber50,CourseName67,CourseID1047,RoomNumber51,1
BARBER,FATIMAH,J.,122,CourseNumber173,CourseName202,CourseID1055,RoomNumber7,2
BARBER,FATIMAH,J.,122,CourseNumber24,CourseName40,CourseID306,RoomNumber79,6
BARBER,FATIMAH,J.,122,CourseNumber5,CourseName9,CourseID1057,RoomNumber76,3
BARBER,FATIMAH,J.,122,CourseNumber73,CourseName90,CourseID340,RoomNumber70,4
BARBER,FATIMAH,J.,122,CourseNumber91,CourseName110,CourseID1053,RoomNumber54,5
BARBER,FATIMAH,J.,122,CourseNumber92,CourseName111,CourseID1059,RoomNumber54,7
BARBOSA,AMY,B.,123,CourseNumber1,CourseName2,CourseID349,RoomNumber69,2
BARBOSA,AMY,B.,123,CourseNumber174,CourseName203,CourseID1061,RoomNumber108,1
BARBOSA,AMY,B.,123,CourseNumber24,CourseName40,CourseID1064,RoomNumber79,8
BARBOSA,AMY,B.,123,CourseNumber26,CourseName42,CourseID456,RoomNumber35,5
BARBOSA,AMY,B.,123,CourseNumber3,CourseName7,CourseID1066,RoomNumber7,6
BARBOSA,AMY,B.,123,CourseNumber5,CourseName9,CourseID945,RoomNumber8,7
BARBOSA,CHRISTIAN,B.,124,CourseNumber27,CourseName43,CourseID541,RoomNumber50,3
BARBOSA,CHRISTIAN,B.,124,CourseNumber48,CourseName65,CourseID897,RoomNumber26,2
BARBOSA,CHRISTIAN,B.,124,CourseNumber6,CourseName12,CourseID175,RoomNumber111,1
BARBOSA,CHRISTIAN,B.,124,CourseNumber74,CourseName91,CourseID895,RoomNumber25,5
BARBOSA,CHRISTIAN,B.,124,CourseNumber76,CourseName93,CourseID539,RoomNumber57,8
BARBOSA,CHRISTIAN,B.,124,CourseNumber77,CourseName94,CourseID874,RoomNumber20,7
BARBOSA,CHRISTIAN,B.,124,CourseNumber9,CourseName17,CourseID1069,RoomNumber7,6
BARKER,EMMA-LEIGH,J.,125,CourseNumber122,CourseName144,CourseID669,RoomNumber27,1
BARKER,EMMA-LEIGH,J.,125,CourseNumber40,CourseName57,CourseID1071,RoomNumber43,2
BARKER,EMMA-LEIGH,J.,125,CourseNumber45,CourseName62,CourseID1073,RoomNumber7,8
BARKER,EMMA-LEIGH,J.,125,CourseNumber46,CourseName63,CourseID1074,RoomNumber47,5
BARKER,EMMA-LEIGH,J.,125,CourseNumber67,CourseName84,CourseID1040,RoomNumber64,4
BARLOW,AWAIS,J.,126,CourseNumber1,CourseName2,CourseID349,RoomNumber69,2
BARLOW,AWAIS,J.,126,CourseNumber117,CourseName137,CourseID543,RoomNumber22,5
BARLOW,AWAIS,J.,126,CourseNumber13,CourseName24,CourseID336,RoomNumber7,8
BARLOW,AWAIS,J.,126,CourseNumber175,CourseName204,CourseID1079,RoomNumber71,7
BARLOW,AWAIS,J.,126,CourseNumber26,CourseName42,CourseID196,RoomNumber35,4
BARLOW,AWAIS,J.,126,CourseNumber72,CourseName40,CourseID1080,RoomNumber79,3
BARNARD,EILIDH,C.,127,CourseNumber35,CourseName52,CourseID840,RoomNumber7,4
BARNARD,EILIDH,C.,127,CourseNumber36,CourseName53,CourseID112,RoomNumber8,3
BARNARD,EILIDH,C.,127,CourseNumber38,CourseName55,CourseID155,RoomNumber53,2
BARNARD,EILIDH,C.,127,CourseNumber39,CourseName56,CourseID534,RoomNumber95,1
BARNARD,EILIDH,C.,127,CourseNumber41,CourseName58,CourseID122,RoomNumber44,8
BARNARD,EILIDH,C.,127,CourseNumber47,CourseName64,CourseID866,RoomNumber43,5
BARNARD,EILIDH,C.,127,CourseNumber50,CourseName67,CourseID1083,RoomNumber85,6
BARNES,ATLANTA,D.,128,CourseNumber10,CourseName18,CourseID748,RoomNumber13,6
BARNES,ATLANTA,D.,128,CourseNumber158,CourseName187,CourseID915,RoomNumber59,4
BARNES,ATLANTA,D.,128,CourseNumber48,CourseName65,CourseID138,RoomNumber26,1
BARNES,ATLANTA,D.,128,CourseNumber6,CourseName12,CourseID409,RoomNumber111,3
BARNES,ATLANTA,D.,128,CourseNumber7,CourseName15,CourseID1085,RoomNumber11,7
BARNES,ATLANTA,D.,128,CourseNumber9,CourseName17,CourseID367,RoomNumber7,8
BARNES,ATLANTA,D.,128,CourseNumber99,CourseName123,CourseID876,RoomNumber93,2
BARNETT,ANNALIESE,D.,129,CourseNumber100,CourseName124,CourseID1087,RoomNumber89,8
BARNETT,ANNALIESE,D.,129,CourseNumber101,CourseName124,CourseID1089,RoomNumber89,5
BARNETT,ANNALIESE,D.,129,CourseNumber102,CourseName125,CourseID416,RoomNumber90,2
BARNETT,ANNALIESE,D.,129,CourseNumber176,CourseName205,CourseID1091,RoomNumber20,3
BARNETT,ANNALIESE,D.,129,CourseNumber84,CourseName100,CourseID1093,RoomNumber7,6
BARNHART,AHMID,J.,130,CourseNumber177,CourseName206,CourseID1097,RoomNumber59,8
BARNHART,AHMID,J.,130,CourseNumber3,CourseName7,CourseID1066,RoomNumber7,6
BARNHART,AHMID,J.,130,CourseNumber37,CourseName54,CourseID153,RoomNumber52,4
BARNHART,AHMID,J.,130,CourseNumber51,CourseName68,CourseID149,RoomNumber44,7
BARNHART,AHMID,J.,130,CourseNumber61,CourseName78,CourseID1095,RoomNumber15,5
BARNHART,AHMID,J.,130,CourseNumber67,CourseName84,CourseID638,RoomNumber64,1
BARNHART,AHMID,J.,130,CourseNumber73,CourseName90,CourseID1099,RoomNumber97,2
BARR,ALIXANDER,Q.,131,CourseNumber139,CourseName164,CourseID697,RoomNumber7,1
BARR,ALIXANDER,Q.,131,CourseNumber159,CourseName190,CourseID946,RoomNumber14,4
BARR,ALIXANDER,Q.,131,CourseNumber26,CourseName42,CourseID456,RoomNumber35,5
BARR,ALIXANDER,Q.,131,CourseNumber31,CourseName48,CourseID101,RoomNumber18,3
BARR,ALIXANDER,Q.,131,CourseNumber50,CourseName67,CourseID928,RoomNumber51,2
BARR,ALIXANDER,Q.,131,CourseNumber61,CourseName78,CourseID592,RoomNumber48,8
BARR,ALIXANDER,Q.,131,CourseNumber73,CourseName90,CourseID909,RoomNumber72,7
BARR,ANISH,E.,132,CourseNumber134,CourseName155,CourseID659,RoomNumber7,2
BARR,ANISH,E.,132,CourseNumber6,CourseName12,CourseID160,RoomNumber111,7
BARR,ANISH,E.,132,CourseNumber78,CourseName15,CourseID275,RoomNumber73,4
BARR,ANISH,E.,132,CourseNumber79,CourseName95,CourseID277,RoomNumber73,8
BARR,ANISH,E.,132,CourseNumber80,CourseName96,CourseID279,RoomNumber74,3
BARR,ANISH,E.,132,CourseNumber81,CourseName97,CourseID1101,RoomNumber105,6
BARR,ANISH,E.,132,CourseNumber82,CourseName98,CourseID283,RoomNumber76,1
BARRAGAN,BECKY,F.,133,CourseNumber1,CourseName2,CourseID81,RoomNumber34,6
BARRAGAN,BECKY,F.,133,CourseNumber12,CourseName23,CourseID36,RoomNumber17,1
BARRAGAN,BECKY,F.,133,CourseNumber178,CourseName207,CourseID1103,RoomNumber7,7
BARRAGAN,BECKY,F.,133,CourseNumber26,CourseName42,CourseID1105,RoomNumber33,5
BARRAGAN,BECKY,F.,133,CourseNumber71,CourseName88,CourseID842,RoomNumber68,8
BARRAGAN,BECKY,F.,133,CourseNumber73,CourseName90,CourseID1107,RoomNumber72,4
BARRAZA,ALISON,G.,134,CourseNumber1,CourseName2,CourseID1016,RoomNumber102,7
BARRAZA,ALISON,G.,134,CourseNumber179,CourseName208,CourseID1109,RoomNumber7,5
BARRAZA,ALISON,G.,134,CourseNumber24,CourseName40,CourseID452,RoomNumber79,2
BARRAZA,ALISON,G.,134,CourseNumber26,CourseName42,CourseID1051,RoomNumber35,6
BARRAZA,ALISON,G.,134,CourseNumber4,CourseName8,CourseID11,RoomNumber5,8
BARRAZA,ALISON,G.,134,CourseNumber5,CourseName9,CourseID1111,RoomNumber100,1
BARRAZA,ALISON,G.,134,CourseNumber73,CourseName90,CourseID340,RoomNumber70,4
BARRERA,ABDUR,J.,135,CourseNumber132,CourseName154,CourseID1114,RoomNumber104,2
BARRERA,ABDUR,J.,135,CourseNumber180,CourseName209,CourseID1116,RoomNumber60,4
BARRERA,ABDUR,J.,135,CourseNumber181,CourseName210,CourseID1117,RoomNumber111,8
BARRERA,ABDUR,J.,135,CourseNumber182,CourseName211,CourseID1119,RoomNumber67,3
BARRERA,ABDUR,J.,135,CourseNumber183,CourseName212,CourseID1121,RoomNumber73,6
BARRERA,ABDUR,J.,135,CourseNumber184,CourseName213,CourseID1124,RoomNumber61,7
BARRERA,ABDUR,J.,135,CourseNumber6,CourseName12,CourseID1113,RoomNumber111,1
BARRERA,ABDUR,J.,135,CourseNumber9,CourseName17,CourseID817,RoomNumber7,5
BARRETT,ABDELRAHMAN,H.,136,CourseNumber132,CourseName154,CourseID1126,RoomNumber104,7
BARRETT,ABDELRAHMAN,H.,136,CourseNumber180,CourseName209,CourseID1116,RoomNumber60,4
BARRETT,ABDELRAHMAN,H.,136,CourseNumber181,CourseName210,CourseID1117,RoomNumber111,8
BARRETT,ABDELRAHMAN,H.,136,CourseNumber182,CourseName211,CourseID1119,RoomNumber67,3
BARRETT,ABDELRAHMAN,H.,136,CourseNumber6,CourseName12,CourseID776,RoomNumber111,1
BARRETT,ABDELRAHMAN,H.,136,CourseNumber75,CourseName92,CourseID262,RoomNumber71,6
BARRETT,ABDELRAHMAN,H.,136,CourseNumber81,CourseName97,CourseID1128,RoomNumber75,2
BARRETT,ABDELRAHMAN,H.,136,CourseNumber9,CourseName17,CourseID817,RoomNumber7,5
BARRETT,CARA,I.,137,CourseNumber185,CourseName214,CourseID1130,RoomNumber78,6
BARRETT,CARA,I.,137,CourseNumber27,CourseName43,CourseID1132,RoomNumber93,5
BARRETT,CARA,I.,137,CourseNumber35,CourseName52,CourseID840,RoomNumber7,4
BARRETT,CARA,I.,137,CourseNumber47,CourseName64,CourseID606,RoomNumber84,1
BARRETT,CARA,I.,137,CourseNumber48,CourseName65,CourseID897,RoomNumber26,2
BARRETT,CARA,I.,137,CourseNumber85,CourseName101,CourseID506,RoomNumber49,7
BARRIENTOS,DAKOTA,J.,138,CourseNumber25,CourseName41,CourseID151,RoomNumber7,5
BARRIENTOS,DAKOTA,J.,138,CourseNumber34,CourseName51,CourseID594,RoomNumber40,2
BARRIENTOS,DAKOTA,J.,138,CourseNumber37,CourseName54,CourseID153,RoomNumber52,4
BARRIENTOS,DAKOTA,J.,138,CourseNumber51,CourseName68,CourseID557,RoomNumber44,3
BARRIENTOS,DAKOTA,J.,138,CourseNumber61,CourseName78,CourseID592,RoomNumber48,8
BARRIENTOS,DAKOTA,J.,138,CourseNumber73,CourseName90,CourseID1133,RoomNumber70,6
BARRIENTOS,DAKOTA,J.,138,CourseNumber95,CourseName116,CourseID1135,RoomNumber81,7
BARRIOS,ANTHONY,K.,139,CourseNumber10,CourseName18,CourseID1139,RoomNumber57,1
BARRIOS,ANTHONY,K.,139,CourseNumber27,CourseName43,CourseID144,RoomNumber50,5
BARRIOS,ANTHONY,K.,139,CourseNumber48,CourseName65,CourseID1137,RoomNumber4,7
BARRIOS,ANTHONY,K.,139,CourseNumber6,CourseName12,CourseID797,RoomNumber111,3
BARRIOS,ANTHONY,K.,139,CourseNumber7,CourseName15,CourseID967,RoomNumber37,8
BARRIOS,ANTHONY,K.,139,CourseNumber9,CourseName17,CourseID899,RoomNumber7,6
BARRIOS,ANTHONY,K.,139,CourseNumber96,CourseName118,CourseID458,RoomNumber28,2
BARRON,COEN,J.,140,CourseNumber27,CourseName43,CourseID144,RoomNumber50,5
BARRON,COEN,J.,140,CourseNumber53,CourseName70,CourseID479,RoomNumber43,3
BARRON,COEN,J.,140,CourseNumber57,CourseName74,CourseID219,RoomNumber60,7
BARRON,COEN,J.,140,CourseNumber6,CourseName12,CourseID831,RoomNumber111,1
BARRON,COEN,J.,140,CourseNumber63,CourseName80,CourseID1141,RoomNumber62,8
BARRON,COEN,J.,140,CourseNumber9,CourseName17,CourseID899,RoomNumber7,6
BARRON,COEN,J.,140,CourseNumber96,CourseName118,CourseID458,RoomNumber28,2
BARRY,GIOVANNI,L.,141,CourseNumber122,CourseName144,CourseID669,RoomNumber27,1
BARRY,GIOVANNI,L.,141,CourseNumber125,CourseName148,CourseID616,RoomNumber85,5
BARRY,GIOVANNI,L.,141,CourseNumber16,CourseName27,CourseID44,RoomNumber20,2
BARRY,GIOVANNI,L.,141,CourseNumber45,CourseName62,CourseID130,RoomNumber7,3
BARRY,GIOVANNI,L.,141,CourseNumber93,CourseName112,CourseID328,RoomNumber111,4
BARTLETT,ANSH,J.,142,CourseNumber3,CourseName7,CourseID9,RoomNumber7,1
BARTLETT,ANSH,J.,142,CourseNumber31,CourseName48,CourseID194,RoomNumber60,6
BARTLETT,ANSH,J.,142,CourseNumber50,CourseName67,CourseID928,RoomNumber51,2
BARTLETT,ANSH,J.,142,CourseNumber55,CourseName72,CourseID165,RoomNumber55,4
BARTLETT,ANSH,J.,142,CourseNumber73,CourseName90,CourseID1143,RoomNumber97,8
BARTLETT,ANSH,J.,142,CourseNumber91,CourseName110,CourseID878,RoomNumber54,7
BARTLETT,ANSH,J.,142,CourseNumber92,CourseName111,CourseID882,RoomNumber54,5
BARTON,AYRA,M.,143,CourseNumber175,CourseName204,CourseID1145,RoomNumber71,5
BARTON,AYRA,M.,143,CourseNumber45,CourseName62,CourseID1073,RoomNumber7,8
BARTON,AYRA,M.,143,CourseNumber50,CourseName67,CourseID1147,RoomNumber79,7
BARTON,AYRA,M.,143,CourseNumber73,CourseName90,CourseID340,RoomNumber70,4
BARTON,AYRA,M.,143,CourseNumber91,CourseName110,CourseID318,RoomNumber54,6
BARTON,AYRA,M.,143,CourseNumber92,CourseName111,CourseID324,RoomNumber54,2
BASS,BENTLEY,I.,144,CourseNumber122,CourseName144,CourseID598,RoomNumber27,6
BASS,BENTLEY,I.,144,CourseNumber16,CourseName27,CourseID44,RoomNumber20,2
BASS,BENTLEY,I.,144,CourseNumber4,CourseName8,CourseID11,RoomNumber5,8
BASS,BENTLEY,I.,144,CourseNumber43,CourseName60,CourseID1152,RoomNumber4,5
BASS,BENTLEY,I.,144,CourseNumber45,CourseName62,CourseID130,RoomNumber7,3
BASS,BODHI,N.,145,CourseNumber109,CourseName129,CourseID426,RoomNumber94,2
BASS,BODHI,N.,145,CourseNumber111,CourseName131,CourseID1154,RoomNumber67,5
BASS,BODHI,N.,145,CourseNumber33,CourseName50,CourseID526,RoomNumber84,4
BASS,BODHI,N.,145,CourseNumber35,CourseName52,CourseID821,RoomNumber7,1
BASS,BODHI,N.,145,CourseNumber39,CourseName56,CourseID730,RoomNumber65,7
BASS,BODHI,N.,145,CourseNumber5,CourseName9,CourseID760,RoomNumber76,8
BASSETT,ELYSSE,J.,146,CourseNumber27,CourseName43,CourseID89,RoomNumber36,4
BASSETT,ELYSSE,J.,146,CourseNumber33,CourseName50,CourseID886,RoomNumber11,3
BASSETT,ELYSSE,J.,146,CourseNumber34,CourseName51,CourseID436,RoomNumber40,5
BASSETT,ELYSSE,J.,146,CourseNumber35,CourseName52,CourseID465,RoomNumber7,6
BASSETT,ELYSSE,J.,146,CourseNumber36,CourseName53,CourseID1030,RoomNumber8,1
BASSETT,ELYSSE,J.,146,CourseNumber38,CourseName55,CourseID701,RoomNumber42,7
BASSETT,ELYSSE,J.,146,CourseNumber41,CourseName58,CourseID420,RoomNumber44,2
BASSETT,ELYSSE,J.,146,CourseNumber68,CourseName85,CourseID231,RoomNumber46,8
BATEMAN,ABDOUL,J.,147,CourseNumber138,CourseName162,CourseID686,RoomNumber28,8
BATEMAN,ABDOUL,J.,147,CourseNumber33,CourseName50,CourseID1156,RoomNumber11,2
BATEMAN,ABDOUL,J.,147,CourseNumber34,CourseName51,CourseID108,RoomNumber40,1
BATEMAN,ABDOUL,J.,147,CourseNumber35,CourseName52,CourseID1158,RoomNumber7,5
BATEMAN,ABDOUL,J.,147,CourseNumber36,CourseName53,CourseID726,RoomNumber86,4
BATEMAN,ABDOUL,J.,147,CourseNumber38,CourseName55,CourseID701,RoomNumber42,7
BATEMAN,ABDOUL,J.,147,CourseNumber39,CourseName56,CourseID584,RoomNumber36,3
BATES,CARRIE,R.,148,CourseNumber14,CourseName25,CourseID40,RoomNumber18,8
BATES,CARRIE,R.,148,CourseNumber186,CourseName217,CourseID1160,RoomNumber23,5
BATES,CARRIE,R.,148,CourseNumber187,CourseName2,CourseID1162,RoomNumber37,4
BATES,CARRIE,R.,148,CourseNumber25,CourseName41,CourseID85,RoomNumber7,1
BATES,CARRIE,R.,148,CourseNumber72,CourseName40,CourseID1080,RoomNumber79,3
BATES,CARRIE,R.,148,CourseNumber75,CourseName92,CourseID1164,RoomNumber71,2
BATES,CARRIE,R.,148,CourseNumber86,CourseName42,CourseID1166,RoomNumber53,6
BATISTA,ALEKSANDRA,J.,149,CourseNumber132,CourseName154,CourseID1126,RoomNumber104,7
BATISTA,ALEKSANDRA,J.,149,CourseNumber180,CourseName209,CourseID1116,RoomNumber60,4
BATISTA,ALEKSANDRA,J.,149,CourseNumber182,CourseName211,CourseID1119,RoomNumber67,3
BATISTA,ALEKSANDRA,J.,149,CourseNumber188,CourseName218,CourseID1168,RoomNumber95,6
BATISTA,ALEKSANDRA,J.,149,CourseNumber59,CourseName76,CourseID979,RoomNumber58,8
BATISTA,ALEKSANDRA,J.,149,CourseNumber6,CourseName12,CourseID1113,RoomNumber111,1
BATISTA,ALEKSANDRA,J.,149,CourseNumber9,CourseName17,CourseID273,RoomNumber7,5
BATTLE,ABHIRAM,O.,150,CourseNumber141,CourseName167,CourseID1174,RoomNumber99,8
BATTLE,ABHIRAM,O.,150,CourseNumber186,CourseName217,CourseID1160,RoomNumber23,5
BATTLE,ABHIRAM,O.,150,CourseNumber189,CourseName27,CourseID1172,RoomNumber111,4
BATTLE,ABHIRAM,O.,150,CourseNumber25,CourseName41,CourseID692,RoomNumber7,3
BATTLE,ABHIRAM,O.,150,CourseNumber59,CourseName76,CourseID710,RoomNumber58,2
BAUER,CALAN,P.,151,CourseNumber12,CourseName23,CourseID943,RoomNumber91,2
BAUER,CALAN,P.,151,CourseNumber31,CourseName48,CourseID1178,RoomNumber18,1
BAUER,CALAN,P.,151,CourseNumber45,CourseName62,CourseID1073,RoomNumber7,8
BAUER,CALAN,P.,151,CourseNumber73,CourseName90,CourseID1107,RoomNumber72,4
BAUER,CALAN,P.,151,CourseNumber91,CourseName110,CourseID878,RoomNumber54,7
BAUER,CALAN,P.,151,CourseNumber92,CourseName111,CourseID882,RoomNumber54,5
BAUMAN,DAYNA,Q.,152,CourseNumber111,CourseName131,CourseID1182,RoomNumber91,8
BAUMAN,DAYNA,Q.,152,CourseNumber124,CourseName147,CourseID626,RoomNumber32,4
BAUMAN,DAYNA,Q.,152,CourseNumber27,CourseName43,CourseID1186,RoomNumber36,1
BAUMAN,DAYNA,Q.,152,CourseNumber35,CourseName52,CourseID438,RoomNumber7,2
BAUMAN,DAYNA,Q.,152,CourseNumber47,CourseName64,CourseID460,RoomNumber43,7
BAUMAN,DAYNA,Q.,152,CourseNumber5,CourseName9,CourseID1184,RoomNumber100,5
BAUMAN,DAYNA,Q.,152,CourseNumber97,CourseName120,CourseID1180,RoomNumber64,3
BAUTISTA,ARDA,R.,153,CourseNumber3,CourseName7,CourseID1190,RoomNumber7,8
BAUTISTA,ARDA,R.,153,CourseNumber31,CourseName48,CourseID1020,RoomNumber18,5
BAUTISTA,ARDA,R.,153,CourseNumber41,CourseName58,CourseID1188,RoomNumber44,4
BAUTISTA,ARDA,R.,153,CourseNumber50,CourseName67,CourseID928,RoomNumber51,2
BAUTISTA,ARDA,R.,153,CourseNumber61,CourseName78,CourseID190,RoomNumber5,3
BAUTISTA,ARDA,R.,153,CourseNumber73,CourseName90,CourseID600,RoomNumber72,1
BAUTISTA,ARDA,R.,153,CourseNumber95,CourseName116,CourseID647,RoomNumber36,7
BAXTER,BRAD,F.,154,CourseNumber122,CourseName144,CourseID1194,RoomNumber27,3
BAXTER,BRAD,F.,154,CourseNumber137,CourseName159,CourseID679,RoomNumber7,7
BAXTER,BRAD,F.,154,CourseNumber16,CourseName27,CourseID379,RoomNumber87,1
BAXTER,BRAD,F.,154,CourseNumber40,CourseName57,CourseID1192,RoomNumber15,4
BAXTER,BRAD,F.,154,CourseNumber42,CourseName59,CourseID227,RoomNumber45,5
BAXTER,BRAD,F.,154,CourseNumber68,CourseName85,CourseID231,RoomNumber46,8
BEACH,AMADOU,S.,155,CourseNumber1,CourseName2,CourseID428,RoomNumber34,3
BEACH,AMADOU,S.,155,CourseNumber173,CourseName202,CourseID1055,RoomNumber7,2
BEACH,AMADOU,S.,155,CourseNumber26,CourseName42,CourseID1196,RoomNumber83,8
BEACH,AMADOU,S.,155,CourseNumber31,CourseName48,CourseID1178,RoomNumber18,1
BEACH,AMADOU,S.,155,CourseNumber42,CourseName59,CourseID938,RoomNumber85,4
BEACH,AMADOU,S.,155,CourseNumber50,CourseName67,CourseID1147,RoomNumber79,7
BEACH,AMADOU,S.,155,CourseNumber52,CourseName69,CourseID198,RoomNumber61,5
BEAL,CILLIAN,T.,156,CourseNumber13,CourseName24,CourseID336,RoomNumber7,8
BEAL,CILLIAN,T.,156,CourseNumber190,CourseName221,CourseID1200,RoomNumber103,5
BEAL,CILLIAN,T.,156,CourseNumber31,CourseName48,CourseID194,RoomNumber60,6
BEAL,CILLIAN,T.,156,CourseNumber50,CourseName67,CourseID1202,RoomNumber45,4
BEAL,CILLIAN,T.,156,CourseNumber61,CourseName78,CourseID1198,RoomNumber5,2
BEAL,CILLIAN,T.,156,CourseNumber73,CourseName90,CourseID1204,RoomNumber70,7
BEAL,CILLIAN,T.,156,CourseNumber95,CourseName116,CourseID1206,RoomNumber50,1
BEAN,CHUKWUBUIKEM,U.,157,CourseNumber140,CourseName166,CourseID1209,RoomNumber105,2
BEAN,CHUKWUBUIKEM,U.,157,CourseNumber191,CourseName42,CourseID1211,RoomNumber109,7
BEAN,CHUKWUBUIKEM,U.,157,CourseNumber25,CourseName41,CourseID692,RoomNumber7,3
BEAN,CHUKWUBUIKEM,U.,157,CourseNumber72,CourseName40,CourseID320,RoomNumber31,5
BEAN,CHUKWUBUIKEM,U.,157,CourseNumber88,CourseName103,CourseID302,RoomNumber78,4
BEARD,AILEE,V.,158,CourseNumber13,CourseName24,CourseID792,RoomNumber7,1
BEARD,AILEE,V.,158,CourseNumber31,CourseName48,CourseID880,RoomNumber52,2
BEARD,AILEE,V.,158,CourseNumber39,CourseName56,CourseID430,RoomNumber95,4
BEARD,AILEE,V.,158,CourseNumber50,CourseName67,CourseID402,RoomNumber91,5
BEARD,AILEE,V.,158,CourseNumber61,CourseName78,CourseID924,RoomNumber102,3
BEARD,AILEE,V.,158,CourseNumber73,CourseName90,CourseID1213,RoomNumber72,8
BEARD,AMY,V.,159,CourseNumber13,CourseName24,CourseID352,RoomNumber7,5
BEARD,AMY,V.,159,CourseNumber2,CourseName3,CourseID5,RoomNumber4,3
BEARD,AMY,V.,159,CourseNumber5,CourseName9,CourseID1215,RoomNumber8,4
BEARD,AMY,V.,159,CourseNumber61,CourseName78,CourseID1198,RoomNumber5,2
BEARD,AMY,V.,159,CourseNumber73,CourseName90,CourseID600,RoomNumber72,1
BEASLEY,FATIMAH,W.,160,CourseNumber1,CourseName2,CourseID936,RoomNumber16,8
BEASLEY,FATIMAH,W.,160,CourseNumber12,CourseName23,CourseID1219,RoomNumber91,7
BEASLEY,FATIMAH,W.,160,CourseNumber122,CourseName144,CourseID598,RoomNumber27,6
BEASLEY,FATIMAH,W.,160,CourseNumber192,CourseName201,CourseID1221,RoomNumber7,2
BEASLEY,FATIMAH,W.,160,CourseNumber26,CourseName42,CourseID252,RoomNumber33,1
BEASLEY,FATIMAH,W.,160,CourseNumber55,CourseName72,CourseID1217,RoomNumber55,5
BEASLEY,FATIMAH,W.,160,CourseNumber73,CourseName90,CourseID1107,RoomNumber72,4
BEATTY,ARTUR,X.,161,CourseNumber120,CourseName142,CourseID1223,RoomNumber22,4
BEATTY,ARTUR,X.,161,CourseNumber150,CourseName179,CourseID836,RoomNumber12,7
BEATTY,ARTUR,X.,161,CourseNumber27,CourseName43,CourseID173,RoomNumber50,8
BEATTY,ARTUR,X.,161,CourseNumber35,CourseName52,CourseID493,RoomNumber7,5
BEATTY,ARTUR,X.,161,CourseNumber47,CourseName64,CourseID136,RoomNumber48,3
BEATTY,ARTUR,X.,161,CourseNumber49,CourseName66,CourseID1009,RoomNumber80,2
BEAVER,ALESSANDRO,Y.,162,CourseNumber10,CourseName18,CourseID184,RoomNumber57,4
BEAVER,ALESSANDRO,Y.,162,CourseNumber132,CourseName154,CourseID1226,RoomNumber104,8
